iteration,model,problem,condition,response,timestamp
1556,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:34
1557,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1558,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:34
1559,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:34
1560,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1561,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:34
1562,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:34
1563,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:34
1564,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1565,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:34
1566,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:34
1567,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:34
1568,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:34
1569,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:34
1570,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:34
1571,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:36
1572,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:36
1573,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1574,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1575,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1576,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1577,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1578,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1579,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1580,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1581,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1582,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1583,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1584,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1585,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1586,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1587,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1588,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1589,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1590,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1591,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1592,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1593,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1594,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1595,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1596,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1597,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1598,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:36
1599,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1600,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1601,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1602,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1603,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1604,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1605,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1606,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1607,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1608,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1609,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1610,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1611,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1612,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1613,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:36
1614,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1615,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1616,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1617,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:36
1618,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1619,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1620,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1621,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1622,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1623,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1624,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:36
1625,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1626,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1627,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1628,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1629,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1630,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1631,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1632,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1633,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1634,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1635,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1636,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1637,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1638,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1639,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1640,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1641,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1642,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1643,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1644,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1645,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1646,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1647,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1648,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:36
1649,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1650,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1651,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:36
1652,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1653,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1654,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1655,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1656,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1657,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:36
1658,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1659,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1660,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1661,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:36
1662,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1663,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:36
1664,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1665,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1666,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:36
1667,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1668,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1669,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1670,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1671,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:36
1672,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1673,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:36
1674,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:36
1675,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:36
1676,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:36
1677,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:36
1678,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:36
1679,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:36
1680,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:36
1681,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:36
1682,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:36
1683,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1684,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:37
1685,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:37
1686,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:37
1687,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:37
1688,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1689,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1690,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:37
1691,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:37
1692,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1693,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:37
1694,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1695,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1696,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:37
1697,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:37
1698,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1699,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1700,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1701,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:37
1702,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1703,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:37
1704,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1705,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1706,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:37
1707,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1708,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1709,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:37
1710,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:37
1711,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:37
1712,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1713,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:37
1714,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:37
1715,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1716,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:37
1717,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1718,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1719,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:37
1720,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:37
1721,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:37
1722,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1723,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:37
1724,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1725,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1726,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:37
1727,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:37
1728,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:37
1729,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1730,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:37
1731,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:37
1732,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:37
1733,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1734,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:37
1735,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:37
1736,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:37
1737,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:37
1738,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:37
1739,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1740,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1741,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1742,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1743,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1744,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:39
1745,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1746,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1747,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1748,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:39
1749,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1750,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1751,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1752,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1753,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:39
1754,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1755,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:39
1756,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:39
1757,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:39
1758,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:39
1759,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1760,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1761,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:39
1762,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:39
1763,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1764,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1765,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:39
1766,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:39
1767,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1768,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:39
1769,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1770,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1771,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1772,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1773,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:39
1774,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:39
1775,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:39
1776,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:39
1777,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1778,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1779,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:39
1780,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:39
1781,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1782,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:39
1783,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1784,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:39
1785,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:39
1786,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:39
1787,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:39
1788,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1789,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:39
1790,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1791,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:39
1792,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:39
1793,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:39
1794,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:39
1795,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:39
1796,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:39
1797,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1798,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1799,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1800,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1801,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1802,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1803,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1804,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1805,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1806,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1807,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1808,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1809,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1810,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1811,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1812,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1813,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1814,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,B,5/17/26 18:40
1815,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1816,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
1817,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,A,5/17/26 18:40
1818,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,A,5/17/26 18:40
1819,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1820,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1821,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,B,5/17/26 18:40
1822,gpt-5.5,problem_2_calculator_jacket,condition_1_cheap_calculator,B,5/17/26 18:40
1823,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1824,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1825,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1826,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1827,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,B,5/17/26 18:40
1828,gpt-5.5,problem_3_theater_ticket,condition_2_lost_ticket,B,5/17/26 18:40
1829,gpt-5.5,problem_18_basketball_sunk_cost,condition_2_free_ticket,B,5/17/26 18:40
1830,gpt-5.5,tent_project_wastefulness,no_waste,B,5/17/26 18:40
1831,gpt-5.5,problem_1_risk_attitudes,condition_2_loss,A,5/17/26 18:40
1832,gpt-5.5,problem_2_calculator_jacket,condition_2_expensive_calculator,A,5/17/26 18:40
1833,gpt-5.5,problem_3_theater_ticket,condition_1_lost_bill,A,5/17/26 18:40
1834,gpt-5.5,problem_18_basketball_sunk_cost,condition_1_paid_ticket,A,5/17/26 18:40
1835,gpt-5.5,tent_project_wastefulness,waste,B,5/17/26 18:40
1836,gpt-5.5,problem_1_risk_attitudes,condition_1_gain,A,5/17/26 18:40
